,IMG_NUM,SOURCE_DATASET,AB,AC,AD,AE,BC,BD,BE,CD,CE,DE,TARGET
0,378,A,302.82833420933383,16.64331697709324,37.48332962798263,243.89546941261537,557.3149917237109,21.095023109728988,728.7153079220993,290.24127893874777,294.1836161311503,493.85220461186566,dense
1,392,A,281.0160137785746,40.718546143004666,708.9689697017776,520.9232189104264,20.8806130178211,314.4932431706602,32.69556544854363,551.4172648729816,266.3174797117155,140.91131963046828,dense
2,19,A,170.69563556224864,2.8284271247461903,331.2959402105616,6.0,6.082762530298219,5.0,359.1684841407999,162.265215003093,193.25630649476875,510.5536210820564,dense
3,30,A,495.00909082561304,225.0,6.0,366.94686263817545,7.0710678118654755,265.31867631209076,34.92849839314596,15.0,36.68787265568828,86.14522621712709,dense
4,34,A,52.80151512977634,387.88142518042804,14.142135623730951,20.12461179749811,10.63014581273465,18.110770276274835,236.28161164170183,266.3174797117155,517.4678733989193,9.0,dense
5,395,A,98.0612053770501,377.69034936042516,72.13875518748573,553.5648110203538,41.30375285612676,112.0044641967453,444.5672052682249,521.9214500286417,779.133493054945,272.44265451650557,dense
6,154,A,203.62956563328422,29.0,7.280109889280518,6.708203932499369,151.46286673637206,379.2967176235513,3.0,69.9714227381436,37.12142238654117,180.1138528820035,dense
7,21,A,359.5608432518758,38.01315561749642,69.46221994724903,47.70744176750625,358.8035674293108,41.86884283091664,17.0,262.3909297212844,25.317977802344327,47.38143096192854,dense
8,23,A,205.84703058339218,240.01041644062033,15.811388300841896,26.92582403567252,101.11874208078342,49.040799340956916,62.00806399170998,227.0704736419951,54.037024344425184,49.92995093127971,dense
9,37,A,280.349781523011,18.35755975068582,49.193495504995376,250.05999280172747,19.1049731745428,158.90248582070703,40.311288741492746,38.07886552931954,47.853944456021594,35.90264614203248,dense
10,341,A,322.07607796916557,289.36482163524994,71.16881339463234,28.600699292150182,542.8609398363452,234.3266950221421,486.8644575238575,520.1884273991493,61.18823416311342,256.5345980564805,dense
11,43,A,15.231546211727817,32.69556544854363,252.0972034751675,32.38826948140329,216.92394980729998,11.045361017187261,278.14564530116235,431.88540146663905,44.40720662234904,516.468779308101,dense
12,136,A,415.4347120788055,25.96150997149434,205.41178155110774,26.076809620810597,226.77080940897133,49.040799340956916,637.2268042071049,10.04987562112089,223.77890874700412,426.69075452838206,dense
13,42,A,31.622776601683793,42.05948168962618,84.50443775329198,62.80127387243033,348.3130775609782,385.14932169224966,70.71067811865476,57.4543296888929,339.67631651323586,152.9477034806342,dense
14,295,A,282.70302439132126,12.083045973594572,210.77238908357992,17.08800749063506,526.2062333344219,105.23307464861035,13.152946437965905,186.2605701698564,261.01724080987447,51.0098029794274,dense
15,275,A,866.8108213445423,273.2489707208428,494.4178394839733,249.77790134437433,685.006569311565,223.1815404552984,464.4749724150915,243.0740627874558,13.152946437965905,25.0,dense
16,203,A,596.7051198037436,15.524174696260024,307.1042168385188,44.14748010928823,325.0753758745808,66.2117814289874,393.8019806958822,35.90264614203248,67.26812023536856,172.6267650163207,dense
17,28,A,3.1622776601683795,8.06225774829855,11.661903789690601,7.615773105863909,138.31124321616085,94.81033698917012,161.25135658344087,105.09519494249011,7.211102550927978,9.055385138137417,dense
18,14,A,31.622776601683793,26.1725046566048,41.6293165929973,29.732137494637012,368.9891597323694,35.22782990761707,215.5203006679417,287.14108030722457,33.13608305156178,40.607881008493905,dense
19,361,A,298.8109770406703,513.5601230625291,45.5411901469428,35.35533905932738,29.832867780352597,130.49521064008442,19.235384061671343,219.17344729688404,275.50136115816196,89.73850901368932,dense
20,393,B,293.0187707297947,168.8579284487406,11.704699910719626,15.524174696260024,621.1022460110735,472.1493407810711,145.08618128546908,55.94640292279746,326.83329083800504,187.41664813991312,medium
21,391,B,162.88953311984167,45.69463863518345,89.69392398596462,153.3101431738944,441.7250275906947,60.166435825965294,466.27566953466487,309.0453041222274,185.82787734890587,139.12943613772032,medium
22,34,B,25.942243542145693,64.8459713474939,42.720018726587654,118.92854997854805,378.89312477267254,349.412363833909,89.87213138676528,32.2490309931942,446.90155515504756,256.4254277562972,medium
